2,0,629,22-74-72-73-21-40-58-53-101-28-26-12-68-80-54-55-25-4-56-75-41-57-2-97-92-59-99-96-95-85-93-98-37-100-91-5-60-83-8-45-84-17-86-38-14-44-61-16-15-42-43-87-13-94-6-89-18-52-27-69-1-50-76-77-3-79-81-33-65-71-35-34-78-29-24-9-51-20-30-70-10-31-88-7-82-48-47-36-49-64-11-19-46-62-63-90-32-66-39-67-23-22,816,425,30,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
1,1,629,79-3-77-76-50-1-69-27-101-53-58-40-21-73-72-74-22-41-75-56-39-4-54-55-25-67-23-2-57-15-43-42-87-97-95-94-6-96-99-59-92-37-98-100-91-85-93-61-16-86-44-14-38-17-84-5-60-83-8-45-46-36-49-64-63-90-32-66-20-30-70-31-88-7-82-48-47-19-11-62-10-52-18-89-13-28-26-12-68-80-24-29-78-34-35-65-71-9-51-33-81-79,689,810,10,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
3,0,629,93-37-98-92-59-99-96-94-95-13-58-40-26-28-101-53-27-89-6-61-85-100-91-16-17-86-38-44-14-42-97-87-69-1-70-30-90-32-63-10-62-11-19-47-46-8-48-82-83-60-5-84-45-20-51-9-81-33-50-68-80-12-54-25-55-23-56-75-74-22-41-2-57-15-43-73-21-72-4-39-67-24-29-34-78-79-3-77-76-18-52-31-88-7-49-36-64-66-71-35-65-93,933,10,50,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
3,1,629,35-34-78-9-71-65-66-32-90-63-11-64-49-47-48-82-8-83-60-5-96-99-57-15-43-42-40-58-53-27-69-1-50-76-77-3-79-33-81-51-30-10-62-88-31-7-18-52-89-6-94-95-97-92-59-93-98-37-100-91-85-61-16-84-17-45-46-36-19-70-20-29-24-55-54-80-68-12-26-28-101-13-87-2-41-74-72-73-21-25-4-56-75-22-23-39-67-14-44-86-38-35,894,2,50,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
3,2,629,14-44-100-91-98-85-37-59-96-99-93-92-61-16-86-38-97-95-94-6-58-40-12-76-50-69-1-70-30-10-31-88-7-52-18-83-60-5-84-17-45-8-46-36-47-48-82-19-62-11-49-64-63-90-32-20-35-71-9-33-81-79-77-3-68-80-54-53-28-27-13-87-42-43-15-57-2-74-22-75-56-72-73-21-23-39-67-25-55-4-24-29-78-34-65-66-51-26-101-89-41-14,863,9,50,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
3,3,629,101-53-58-40-2-15-57-42-98-37-85-91-86-16-61-93-99-96-59-92-97-95-94-6-13-100-44-38-14-87-84-5-60-83-45-8-46-82-48-47-19-62-7-88-31-52-89-18-30-70-51-9-33-81-1-69-27-28-50-76-78-34-35-71-65-66-20-90-63-11-64-49-36-32-10-68-80-77-3-79-12-29-24-54-55-25-4-26-72-73-21-74-22-75-56-39-67-23-41-43-17-101,908,4,50,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
2,1,629,64-49-36-47-48-82-7-88-31-70-1-69-101-53-58-40-2-57-43-15-42-100-37-98-92-59-96-99-44-16-61-85-91-14-38-86-17-84-5-60-83-18-52-27-28-26-12-76-50-33-51-9-81-79-3-77-80-68-54-55-25-39-67-23-56-75-22-74-21-72-73-87-97-95-13-94-6-89-46-8-45-93-41-4-29-24-78-34-35-65-71-66-20-30-90-63-11-32-10-62-19-64,792,341,30,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
4,0,629,99-96-95-6-89-83-60-5-84-61-16-91-98-37-85-93-59-92-97-100-15-57-22-74-72-73-21-26-12-76-77-3-80-68-54-55-25-56-4-75-41-28-69-1-31-88-7-18-94-13-58-87-2-40-53-101-27-50-33-81-79-78-34-29-24-8-45-46-48-82-52-51-20-30-70-10-62-11-19-36-47-49-64-63-90-32-66-65-71-35-9-39-23-67-43-14-42-44-38-86-17-99,943,1,70,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
4,1,629,1-50-76-77-3-79-78-33-81-29-80-68-24-12-31-88-7-48-82-8-17-45-83-60-5-84-16-61-85-92-97-95-93-98-37-100-91-44-14-15-57-42-59-99-96-6-94-13-58-40-53-101-28-54-4-55-25-23-41-22-74-72-73-21-75-56-39-67-65-66-71-9-51-70-30-69-90-32-10-62-27-52-18-89-26-2-87-43-38-86-46-47-36-49-19-11-63-64-20-34-35-1,953,1,70,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
3,4,629,5-84-83-60-18-8-82-48-47-62-7-88-10-31-70-30-20-51-79-3-77-76-50-27-96-37-98-59-99-93-85-91-16-61-95-94-6-92-97-87-58-53-101-28-68-80-12-26-21-73-72-74-22-75-56-23-67-39-25-55-54-24-29-81-33-34-78-9-71-35-65-66-1-69-52-89-13-57-2-40-4-41-15-43-42-100-14-44-86-38-45-17-46-63-90-32-36-49-19-11-64-5,906,2,50,0.009900989942252636,9.802960266824812e-05,0.9900990128517151,1.0,4.0
