2,0,7542,32-1-22-31-18-49-39-40-38-48-24-5-6-15-46-44-34-35-36-37-20-50-16-29-23-30-21-42-2-7-17-3-19-45-41-8-9-10-33-11-51-12-28-27-26-47-14-13-52-25-4-43-32,9411,8,30,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
2,2,7542,43-15-5-6-48-24-37-40-38-39-36-35-34-44-46-23-50-20-1-49-32-22-31-18-3-17-19-45-8-41-9-10-30-42-7-2-21-16-29-4-25-12-28-27-26-47-14-13-52-11-51-33-43,9731,16,30,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
2,1,7542,33-43-10-9-8-41-19-45-35-34-36-40-38-48-24-5-6-15-4-25-46-23-20-50-16-44-39-37-49-32-1-22-31-18-3-42-7-2-21-17-30-29-47-13-27-26-28-12-51-52-14-11-33,9792,16,30,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
2,3,7542,20-50-16-44-36-35-34-40-38-37-48-24-5-15-6-39-32-49-22-1-18-31-21-23-30-7-2-42-17-3-45-19-41-8-9-10-43-4-25-46-33-51-12-28-27-26-47-13-52-11-14-29-20,9489,14,30,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
3,0,7542,17-3-18-22-1-32-49-34-36-35-39-38-37-40-15-6-5-24-48-4-25-44-46-16-23-50-20-30-21-31-45-19-41-8-9-10-33-43-12-51-11-13-52-14-26-27-28-47-7-2-42-29-17,10259,1,50,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
3,1,7542,36-35-34-39-40-37-38-5-24-48-4-6-15-25-46-16-44-30-23-20-50-22-31-18-3-1-49-32-45-19-8-41-9-10-43-33-51-12-28-27-26-47-13-14-52-11-17-21-2-7-42-29-36,9990,1,50,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
3,2,7542,1-22-32-45-19-41-8-10-9-43-37-40-38-48-24-5-15-6-4-46-44-39-36-35-34-49-18-31-3-21-23-50-20-30-2-7-42-17-29-16-28-26-47-13-14-52-11-51-12-27-33-25-1,10381,1,50,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
3,3,7542,29-30-23-20-50-1-49-34-35-36-32-45-19-8-41-9-10-40-38-24-48-5-15-6-4-25-46-37-39-44-16-26-28-27-11-12-51-33-43-22-31-18-3-21-17-42-7-2-14-52-13-47-29,10812,1,50,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
3,4,7542,33-35-36-39-34-44-37-40-38-24-48-5-15-6-4-25-23-22-1-49-32-45-19-8-41-9-10-43-51-12-27-28-26-13-14-52-11-47-16-50-20-29-30-2-7-42-21-17-18-31-3-46-33,10606,1,50,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
4,0,7542,10-9-8-41-19-3-17-21-30-20-50-23-22-1-49-32-34-35-36-37-38-48-24-5-15-6-4-12-25-40-39-44-16-29-47-26-27-13-14-52-11-51-28-46-43-33-45-18-31-7-2-42-10,10336,1,70,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
4,1,7542,22-1-49-32-44-38-40-37-15-5-24-48-6-4-25-39-35-36-34-46-50-20-23-31-18-3-19-45-41-8-10-9-30-21-17-42-2-7-29-16-28-27-26-47-13-14-52-11-12-51-33-43-22,10031,1,70,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
4,2,7542,47-26-27-28-49-32-22-1-34-35-36-39-37-40-38-48-24-5-15-6-4-25-46-16-50-20-23-31-18-3-45-19-8-41-9-10-43-33-51-12-13-14-52-11-44-21-30-29-42-2-7-17-47,10634,1,70,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
4,3,7542,10-9-39-1-22-31-18-3-19-45-32-49-46-6-15-5-24-48-4-25-37-40-38-35-34-36-21-17-41-8-43-51-28-27-26-12-11-52-13-14-47-44-16-50-20-23-30-7-2-42-29-33-10,11410,1,70,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
4,4,7542,13-14-27-28-12-46-37-40-38-48-24-5-15-6-4-25-39-36-35-34-49-32-1-22-31-18-20-50-16-44-23-21-45-19-41-8-9-10-43-33-11-51-26-47-52-29-30-42-2-7-17-3-13,11266,1,70,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
2,4,7542,3-31-18-32-49-1-22-23-21-42-2-7-17-19-8-41-9-10-45-39-36-35-34-37-40-38-48-24-5-15-6-4-25-46-16-29-50-20-30-44-51-12-28-27-26-47-14-13-52-11-33-43-3,9616,13,30,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
1,0,7542,21-23-20-50-16-44-34-36-35-39-40-38-37-48-24-5-15-6-4-25-46-12-28-27-26-47-13-14-52-11-51-33-43-9-10-8-41-19-45-32-49-1-22-31-18-3-17-42-7-2-30-29-21,8153,401,10,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
1,1,7542,16-46-44-35-36-34-39-40-38-37-48-24-5-15-6-4-25-12-28-27-26-47-14-13-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-23-20-50-29-30-42-2-7-16,8036,422,10,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
1,3,7542,48-24-15-5-6-4-25-12-28-27-26-47-13-14-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-23-20-50-16-29-30-42-7-2-35-34-44-46-37-38-40-39-36-48,8238,366,10,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
1,2,7542,27-28-26-47-13-14-52-11-51-12-25-46-44-34-35-36-39-40-37-38-48-24-5-15-6-4-43-33-10-9-8-41-19-45-32-49-1-22-18-31-21-3-17-42-7-2-30-23-20-50-16-29-27,8246,419,10,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
1,4,7542,39-24-48-38-40-37-5-15-6-4-25-12-28-27-26-47-13-14-52-11-51-33-43-9-10-8-41-19-45-32-49-1-22-31-18-3-17-21-42-7-2-50-20-23-30-29-16-44-34-35-36-46-39,8194,398,10,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
0,1,7542,16-46-44-34-35-36-39-40-38-37-48-24-5-15-6-4-25-12-28-27-26-47-13-14-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-42-7-2-30-23-20-50-29-16,7547,1295,1,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
0,3,7542,44-34-35-36-39-40-38-24-48-37-5-15-6-4-25-12-28-27-26-47-13-14-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-42-7-2-30-23-20-50-29-16-46-44,7604,2343,1,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
0,2,7542,2-7-42-30-23-20-50-29-16-46-44-34-35-36-39-40-38-37-48-24-5-15-6-4-25-12-28-27-26-47-13-14-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-2,7574,2194,1,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
0,0,7542,16-46-44-34-35-36-39-40-37-38-48-24-5-15-6-4-25-12-28-27-26-47-13-14-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-42-7-2-30-23-20-50-29-16,7542,5124,1,0.01923076994717121,0.000369822490029037,0.9807692170143127,1.0,4.0
0,4,7542,16-46-44-34-35-36-39-40-38-37-48-24-5-15-6-4-25-12-28-27-26-47-14-13-52-11-51-33-43-10-9-8-41-19-45-32-49-1-22-31-18-3-17-21-42-7-2-30-23-20-50-29-16,7548,7091,1,0.01923076994717121,0.00046227811253629625,0.9807692170143127,1.0,4.0
